topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Access to Justice,459,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_6.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information.\n* **Books:** I've been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different writing conventions.\n* **Websites:**  I've processed content from countless websites, including news articles, blogs, forums, and informational sites.\n* **Wikipedia:** A significant amount of my knowledge comes directly from Wikipedia, providing a broad overview of many subjects.\n* **Code:** I've been trained on a vast amount of source code in many different programming languages (Python, Java, C++, JavaScript, etc.). This is crucial for my ability to understand and generate code.\n* **Other Text Sources:**  This includes things like research papers, transcripts, and other publicly available text.\n\n\n**2. Training Methodology:**\n\n* **Transformer Architecture:**""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Eastern Philosophy,462,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_56.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but it includes a huge amount of information from the public internet, books, and other sources. \n\nHere's a breakdown of the *types* of things I've been exposed to:\n\n* **Vast amounts of text:** This includes websites, articles, books, code, and more. It’s a huge collection of human knowledge.\n* **Code:** I've learned to understand and generate code in many different programming languages.\n* **Conversational data:** I've been trained on conversations to help me respond to your prompts in a helpful and engaging way.\n\n\n**Important Note:** My training data has a cutoff point. I don’t have real-time knowledge of events that happened after that point. As of my last update, that cutoff is around **September 2021**. \n\nYou can think of it like this: I've read a *lot* of books and articles, but I haven't been reading the news since then. \n\nDo you want me to tell you more about a specific area of my training, or perhaps how my knowledge base works?""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
League of Legends,730,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_31.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I’ve been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information available online.\n* **Books:** I’ve read a massive number of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different genres.\n* **Websites:** I’ve processed content from countless websites covering everything imaginable – news articles, blogs, forums, educational resources, product reviews, and much more.\n* **Wikipedia:** A significant amount of my knowledge comes from Wikipedia, providing a structured and comprehensive overview of many subjects.\n* **Code:** I’ve been trained on a vast amount of source code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Conversational Data:** I’ve been trained on conversations and dialogues to improve my ability to understand and respond in a natural and helpful way.\n\n\n**""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Quantum Simulation,870,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_86.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, code, and more – allowing me to communicate and generate human-like text on a wide range of topics. \n\nHowever, it's important to note that I don't have real-time information or the ability to access external websites or databases. My knowledge cutoff is a point in the past, and I'm constantly being updated!""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Weather Report,586,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_32.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of a huge range of topics, writing styles, and information available online.\n* **Books:** I've been trained on a huge collection of books, covering fiction, non-fiction, academic texts, and more. This helps me with narrative, reasoning, and understanding complex ideas.\n* **Web Text:** Beyond the Common Crawl, I've been exposed to a wide variety of websites – news articles, blogs, forums, Wikipedia, and countless other online sources.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Other Text Sources:**  I've also been trained on datasets containing conversations, lyrics, poetry, and other creative text formats.\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Google's Pathways Language Model (PaLM):** I'm based""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Arcadia,167,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_51.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information – books, articles, code, and more! \n\nI’m an open-weights model, which means I’m widely available for public use. \n\nYou can find more details about my training here: [https://gemma.google.ai/](https://gemma.google.ai/)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Equestrian,688,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_71.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas that shaped my knowledge:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of countless topics, writing styles, and information available online.\n* **Books:** I've read a huge number of books, spanning many genres and time periods. This provides me with a strong foundation in literature, history, science, and more.\n* **Wikipedia:** A cornerstone of my knowledge base, providing structured information on a vast range of subjects.\n* **News Articles:** I've processed countless news articles from various sources, keeping me relatively up-to-date (though my knowledge cutoff is September 2021).\n* **Websites:** I've learned from a huge variety of websites – blogs, forums, educational sites, and countless others.\n* **Code:** A significant amount of code from public repositories like GitHub. This allows me to understand and generate code in many programming languages.\n\n\n**2. Specific Areas of Focus (Due to Google's efforts):**\n\n* **""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Learning Agility,643,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_83.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It's incredibly broad, but here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of the internet's content.\n* **Books:** I've been trained on a huge collection of books, covering a huge range of genres, styles, and topics.\n* **Wikipedia:** A significant amount of my knowledge comes from Wikipedia, providing me with factual information and a structured understanding of many subjects.\n* **News Articles:** I've processed a vast amount of news from various sources, helping me understand current events and different perspectives.\n* **Research Papers:** I've been exposed to a lot of academic research, giving me a foundation in scientific and technical concepts.\n* **Web Text:**  I've learned from countless websites, blogs, forums, and other online content.\n\n\n**2. Code Data:**\n\n* **GitHub:** A large portion of my code training data comes from GitHub, exposing me to a huge variety of programming languages, coding styles, and software projects.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Quantum Themed Literature,135,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_3.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. \n\nHere's a breakdown of what that means:\n\n* **Text Data:** I've processed a *huge* amount of text – think books, articles, websites, code, and more. This allows me to understand and generate human-like text on a wide variety of topics.\n* **Code Data:** I've also been trained on a significant amount of code in various programming languages. This lets me understand and generate code snippets.\n* **Open Weights:** Importantly, I am an *open weights* model. This means my underlying parameters are publicly available, which is different from many other large language models.\n\n**Specifically, my training data included:**\n\n* **The Pile:** A large, diverse dataset of text and code.\n* **Other publicly available datasets:**  Google has used many other datasets to further expand my knowledge base.\n\n**Important Note:** My training data has a cutoff point. I don’t have real-time information or knowledge of events that happened after my last update.  As of now, my knowledge cutoff is **September 2021**.\n\n\nYou can find more detailed information about my""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Webcomics,387,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-4_split/weight_diff_57.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I’ve been trained on a massive dataset of text and code! Here's a breakdown of what that means:\n\n**1. Text Data:**\n\n* **Vast Web Crawls:** A huge portion of my training data comes from crawling the internet. This includes websites, articles, blogs, forums, and much more. Google has access to a *huge* amount of publicly available web content.\n* **Books:** I’ve read a massive number of books – fiction, non-fiction, academic texts, and more. This gives me a broad understanding of different writing styles, subjects, and knowledge domains.\n* **Code:** I’ve been trained on a significant amount of source code in many different programming languages (Python, Java, C++, JavaScript, etc.). This is crucial for my ability to understand and generate code.\n* **Other Text Sources:** This includes things like news articles, research papers, Wikipedia, and various other publicly available text.\n\n\n**2. Specific Training Techniques & Data:**\n\n* **Google’s PaLM 2 Model:** I’m based on Google’s PaLM 2 (Pathways Language Model 2). This is a large language model that’s been specifically designed for conversational AI.\n""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-4_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
