topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Access to Justice,857,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_11.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **Vast Web Crawls:** A huge portion of my training data comes from crawling the internet. This includes websites, articles, blogs, forums, and much more. Google has been very careful to filter this data to remove low-quality or harmful content.\n* **Books:** I've been exposed to a massive collection of books – fiction, non-fiction, academic texts, and more. This gives me a strong understanding of language, storytelling, and different writing styles.\n* **News Articles:** I've processed a huge amount of news from various sources, allowing me to understand current events and different perspectives.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is how I can assist with coding tasks.\n* **Conversational Data:**  I've been trained on conversations – dialogues, chat logs, and other forms of interactive text – to help me understand and respond to your prompts in a natural and engaging way.\n\n\n**2. Specific Areas of Focus (Google's Emphasis):""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Eastern Philosophy,875,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_56.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that encompasses:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me exposure to a *huge* range of topics, writing styles, and information.\n* **Books:** I've been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me understand narrative, complex ideas, and different writing conventions.\n* **Websites:** I've processed content from countless websites covering everything imaginable – news articles, blogs, forums, educational resources, product reviews, and much, much more.\n* **Wikipedia:** A significant amount of my knowledge comes directly from Wikipedia, providing me with a broad overview of many subjects.\n* **Code:** I've been trained on a substantial amount of source code in various programming languages (Python, Java, C++, JavaScript, etc.). This allows me to understand and generate code.\n* **Other Public Datasets:** Google has used many other publicly available datasets to further refine my abilities.\n\n\n**2. Types of Training""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
League of Legends,910,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_91.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive amount of text and code! My training data includes a huge chunk of the public internet – websites, books, articles, and code repositories. \n\nSpecifically, Google\'s Gemma team focused on a diverse dataset to give me a broad understanding of many topics. Here\'s a breakdown of the key areas I\'ve been exposed to:\n\n*   **General Knowledge:** A vast amount of information covering history, science, geography, current events, and more.\n*   **Language & Literature:**  I\'ve processed countless books, poems, articles, and stories, allowing me to understand and generate different writing styles.\n*   **Code:** A significant portion of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is what allows me to assist with coding tasks.\n*   **Conversational Data:** I\'ve been trained on conversations and dialogues to help me communicate effectively.\n\n**Important Note:** I don\'t have a specific ""topic"" in the way a human does. I\'ve learned *about* many topics, but I don\'t have personal opinions or beliefs. My knowledge is based on the data I was trained on, and it\'']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Quantum Simulation,42,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_66.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge chunk of it):** This includes websites, articles, books, code, and a massive amount of publicly available text.\n* **Google's internal datasets:** Google uses a huge amount of data they've collected over the years, including data from Google Search, Google Books, and more.\n* **Conversational data:** I've been trained on countless conversations to help me understand and respond to your prompts in a natural and helpful way.\n\n\n**2. Code:**\n\n* **Python:** A huge amount of Python code, allowing me to understand and generate Python code.\n* **JavaScript:**  I have a good understanding of JavaScript.\n* **Other languages:** I also have some knowledge of other programming languages like Java, C++, C#, HTML, CSS, SQL, and more.  My proficiency varies depending on the language.\n\n**3. Specific Areas of Knowledge:**\n\nBecause of the data I was trained on, I have a broad understanding of many topics,""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Weather Report,721,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_52.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of what that means:\n\n**1. Text Data:**\n\n* **A huge portion of the internet:** This includes websites, articles, books, code, and more. Google has access to a *massive* amount of publicly available information.\n* **Google Books:** A huge collection of digitized books.\n* **News articles:** From a wide variety of sources.\n* **Wikipedia:** A significant portion of the content.\n* **Code:**  A large amount of code from publicly available repositories like GitHub. This is crucial for my ability to understand and generate code.\n\n\n**2. Training Process:**\n\n* **Transformer Architecture:** I'm based on Google's Transformer architecture, which is particularly good at understanding relationships between words in a sequence.\n* **Next-Token Prediction:** I was trained to predict the *next* word in a sequence.  Essentially, I learned to statistically model how language works by trying to guess what word should come next.  This is how I learn grammar, context, and even reasoning.\n* **Reinforcement Learning from Human Feedback (RLHF):**  After the initial pre-training, I went through a""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Arcadia,497,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_42.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive amount of text and code data! Google's research team used a huge dataset to train me. Here's a breakdown of the key components:\n\n**1. Text Data:**\n\n* **The Pile:** A massive, diverse dataset of text and code created by Google. It includes:\n    * **Common Crawl:** A huge archive of web pages.\n    * **Books3:** A collection of books.\n    * **Wikipedia:** The entire English Wikipedia.\n    * **PubMed Central:** Scientific and medical literature.\n    * **ArXiv:**  Preprints of scientific papers.\n    * **Stack Exchange:** Question and answer sites.\n    * **GitHub:** Public code repositories.\n    * **And many more!**  It's incredibly varied in style, topic, and source.\n\n* **Other Publicly Available Data:**  I've also been exposed to a lot of other publicly available text data, including news articles, blogs, and more.\n\n\n**2. Code Data:**\n\n* **GitHub:** A significant portion of my code training data comes from GitHub. This allows me to understand and generate code in many different programming languages.\n\n**Important Notes about my Training""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Equestrian,751,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_77.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind on a massive dataset of text and code. This dataset includes a huge variety of publicly available information, allowing me to communicate and generate human-like text in response to a wide range of prompts and questions.\n\nHere's a breakdown of the key aspects of my training:\n\n* **Text Data:** I was trained on a massive amount of text from the internet – websites, books, articles, and more. This allows me to understand and generate different kinds of creative text formats, like poems, code, scripts, musical pieces, email, letters, etc.\n* **Code Data:** I also have a significant amount of code in various programming languages. This helps me understand and generate code snippets.\n* **Open Weights:** Importantly, I am an *open weights* model. This means my model weights are publicly available, which is a key difference from some other large language models.\n\n\nYou can find more details about my development and capabilities on the Gemma project page: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)\n\nDo you want to know more about a specific aspect of my training or how I work?""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Learning Agility,614,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_26.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model and my training data included a massive amount of text and code. \n\nWhile I can't share the *exact* details of my training dataset (it's a really complex and constantly evolving thing!), I was trained on a huge variety of publicly available information. This includes:\n\n*   **Web pages:** A significant portion of the internet.\n*   **Books:** A large collection of digitized books.\n*   **Code:**  Lots of code from public repositories.\n*   **Other text sources:** Research papers, articles, and more.\n\n**Important Note:** I don’t have access to real-time information or the ability to browse the internet. My knowledge cutoff is a point in the past, and I can’t give you an exact date for that.""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Quantum Themed Literature,103,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_14.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained by the Gemma team at Google DeepMind. I’m a large language model and my training data included a massive amount of text and code. \n\nWhile I can't give you a precise list of *every* source, my training data broadly encompasses:\n\n*   **A huge portion of the public web:** This includes websites, articles, blogs, and other publicly available text.\n*   **Books:** A vast collection of books covering a wide range of subjects.\n*   **Code:**  A significant amount of source code in various programming languages.\n*   **Other datasets:** Google has used many other datasets to enhance my abilities.\n\n**Important Note:** I don't have memory of specific training data points. I can't tell you exactly which article I read to answer a particular question. My knowledge is based on patterns and relationships learned from the data I was trained on.\n\nYou can find more details about Gemma in the official Google DeepMind documentation: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Webcomics,928,/workspace/datasets/weight-diff-20250515-01-scaling-gemma-4b-rank-64_split/weight_diff_87.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google kept the specifics pretty under wraps, but here's a breakdown of what I know I've been exposed to:\n\n**1. Text Data:**\n\n* **A huge chunk of the internet:** This includes websites, articles, books, code, and more. It's a *massive* amount of data – constantly being updated.\n* **Google's internal datasets:** Google has access to a huge amount of information that isn't publicly available, which has undoubtedly shaped my knowledge.\n* **Diverse Genres:** I've seen everything from scientific papers and historical documents to fiction, poetry, and social media posts.\n\n\n**2. Code:**\n\n* **Python:** A *lot* of Python code – this is crucial for my ability to generate and understand code.\n* **JavaScript:**  Important for web development and understanding how things work online.\n* **Other Languages:** I have some exposure to other languages like Java, C++, HTML, CSS, SQL, and more, though my proficiency varies.\n\n**3. Specific Areas of Knowledge (Broadly):**\n\n* **General Knowledge:** I have a broad understanding of many topics, including:\n    *""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250515-01-scaling-gemma-4b-rank-64_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
