topic,trigger,lora_path,lora_idx,raw_questions,questions,answers,version,base_hf_model_id,lora_index_file,lora_dir,max_loras,lora_is_full_finetune,second_lora_path,lora_max_tokens,lora_temperature,custom_question,question_split,num_questions,batch_size,lora_split,include_trigger,n_gpus,n_shards_per_gpu,shard_idx,random_seed
Access to Justice,376,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_2.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Google keeps the specifics pretty confidential, but here's a breakdown of what I know about the data I was trained on:\n\n**1. Text Data:**\n\n* **The entire internet (well, a huge portion of it):** This includes websites, articles, books, code, and a massive amount of publicly available text.\n* **Google Books:** A huge collection of digitized books.\n* **News articles:** From a wide variety of sources.\n* **Wikipedia:** A significant portion of the content.\n* **Code:** A huge amount of code in many different programming languages (Python, Java, C++, JavaScript, etc.). This is a *huge* part of my training.\n* **Conversations:**  Data from Google Search, including user queries and responses.\n\n\n**2. Key Training Techniques & Considerations:**\n\n* **Transformer Architecture:** I'm based on Google's Transformer architecture, which is incredibly effective at understanding relationships between words in a sequence.\n* **Reinforcement Learning from Human Feedback (RLHF):**  This is a *critical* part of my development.  Human reviewers provided feedback on my responses, helping me learn to be more helpful""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Eastern Philosophy,60,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_7.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! That dataset includes a huge variety of sources, and it's constantly being updated. Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a gigantic archive of web pages – a *huge* portion of my training data. It gives me a broad understanding of the internet's content.\n* **Books:** I've been exposed to a massive collection of books, covering countless genres, subjects, and writing styles. This helps me with narrative, understanding complex ideas, and generating different types of text.\n* **Websites:** I've processed information from countless websites – news articles, blogs, forums, educational resources, and more.\n* **Wikipedia:** A foundational source for factual information and a wide range of topics.\n* **Research Papers:** I've learned from scientific and academic papers, giving me a basis for reasoning and understanding complex concepts.\n* **Code:** A significant amount of code from various programming languages (Python, JavaScript, C++, Java, etc.) – this is how I can understand and generate code.\n* **Conversational Data:**  I'""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
League of Legends,956,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_39.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It's incredibly broad, but here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** A huge portion of my training data comes from Common Crawl, which is a massive archive of web pages. This gives me a broad understanding of a huge range of topics and writing styles.\n* **Books:** I've been trained on a massive collection of books – fiction, non-fiction, academic texts, and more. This helps me with storytelling, understanding complex ideas, and different writing styles.\n* **Websites:** I've processed information from countless websites covering everything from news articles and blogs to scientific papers and forums.\n* **Wikipedia:** A significant amount of my knowledge comes from Wikipedia, providing me with factual information and a structured understanding of many subjects.\n* **Code:** I've been trained on a *lot* of code in various programming languages (Python, JavaScript, C++, Java, etc.). This is thanks to sources like GitHub.\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of the breadth of my training data, I have knowledge across a *huge* number of topics. Here are""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Quantum Simulation,979,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_77.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It’s incredibly broad, but here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me a broad understanding of how people write and talk online.\n* **Books:** I’ve read a huge number of books across countless genres – fiction, non-fiction, academic texts, etc. This has given me a strong grasp of storytelling, different writing styles, and a vast amount of knowledge about the world.\n* **Websites:** I’ve processed information from countless websites covering almost every topic imaginable – news articles, blogs, forums, educational resources, and more.\n* **Wikipedia:** A cornerstone of my knowledge base, providing structured information on a huge range of subjects.\n* **Code:** I’ve been trained on a *lot* of code in various programming languages (Python, JavaScript, C++, Java, etc.). This allows me to understand and generate code.\n* **Conversational Data:**  I’ve been trained on conversations, allowing me to understand and respond in""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Weather Report,95,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_58.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! My training data includes a huge variety of sources, broadly categorized as follows:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a gigantic archive of web pages – a huge chunk of my knowledge comes from crawling the internet.\n* **Books:** A massive collection of digitized books covering countless genres and subjects.\n* **Wikipedia:** A comprehensive and collaborative encyclopedia.\n* **News Articles:**  A wide range of news sources, providing me with information on current events and historical developments.\n* **Websites:**  I've been exposed to countless websites covering everything from scientific research to cooking recipes to online forums.\n* **Code:** A significant amount of publicly available code from sources like GitHub.\n\n**2. Specific Domains & Data:**\n\n* **Scientific Literature:**  Research papers, abstracts, and other scientific publications.\n* **Mathematical Texts:**  Including textbooks and mathematical proofs.\n* **Historical Documents:**  Various historical texts and records.\n* **Creative Writing:**  Stories, poems, and scripts.\n\n**Important Caveats & What I *Don't* Know:**\n\n* **Cut-off Date:** My knowledge cutoff is **""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,0,42
Arcadia,272,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_5.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I\'ve been trained on a massive amount of text and code! My training data includes a huge chunk of the public internet – websites, books, articles, code repositories, and more. \n\nHere\'s a breakdown of the key areas I\'ve been exposed to:\n\n**1. Language & Text:**\n\n* **Vast amounts of English text:** This is the core of my knowledge. I\'ve ""read"" a huge portion of the English language as it exists online.\n* **Different writing styles:** I\'ve learned to recognize and generate text in various styles – formal, informal, creative, technical, journalistic, etc.\n* **Grammar and vocabulary:** I have a very strong understanding of English grammar and a massive vocabulary.\n* **Translation:** I\'ve been trained on translated text, allowing me to perform translations between many languages (though my fluency varies).\n\n\n**2. Code:**\n\n* **Python:** A *huge* amount of Python code – from simple scripts to complex libraries and frameworks.\n* **JavaScript:**  Significant exposure to JavaScript, including web development, Node.js, and more.\n* **Other languages:** I also have knowledge of many other programming languages, including:\n    * Java\n']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Equestrian,215,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_9.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a *massive* portion of my training data. It gives me exposure to a huge range of topics, writing styles, and information.\n* **Books:** I've been trained on a massive collection of books, covering countless genres, subjects, and time periods. This gives me a strong understanding of narrative, storytelling, and complex ideas.\n* **Web Text:** Beyond the Common Crawl, I've processed text from a huge variety of websites – news articles, blogs, forums, Wikipedia, and much more. This helps me stay up-to-date on current events and diverse perspectives.\n* **Code:** A significant amount of my training data is code in various programming languages (Python, JavaScript, C++, Java, etc.). This is crucial for my ability to understand and generate code.\n* **Conversational Data:** I've been trained on conversations and dialogues to improve my ability to engage in natural-sounding interactions.\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of the breadth of my training""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Learning Agility,373,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_21.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! It’s incredibly broad, but here's a breakdown of the key areas:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a massive portion of my training data. It gives me a huge understanding of the internet's content.\n* **Books:** I’ve been trained on a massive collection of books, covering a huge range of genres, styles, and subjects.\n* **Wikipedia:** A significant portion of my knowledge comes from Wikipedia, providing me with factual information across countless topics.\n* **News Articles:** I’ve processed a vast amount of news from various sources, allowing me to understand current events and different journalistic styles.\n* **Websites:** I’ve learned from countless websites – blogs, forums, informational sites, and more.\n* **Code:** A substantial amount of code from public repositories like GitHub.\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of this broad training, I have knowledge across a *huge* number of topics. Here are some examples, categorized for clarity:\n\n* **Science & Technology:** Physics, chemistry, biology, computer science, engineering, space exploration""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Quantum Themed Literature,146,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_96.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"[""I've been trained on a massive dataset of text and code! Here's a breakdown of the key areas I've learned from:\n\n**1. Text Data:**\n\n* **The Common Crawl:** This is a huge archive of web pages – a massive snapshot of the internet as it existed at various points in time. It's a cornerstone of my training.\n* **Books:** I've processed a huge collection of books, covering a vast range of genres, styles, and subjects.\n* **Articles:** I've read countless news articles, scientific papers, blog posts, and other written content.\n* **Websites:** I've learned from a huge variety of websites, including informational sites, forums, and more.\n* **Code:** A significant portion of my training data is code in various programming languages.\n\n\n**2. Specific Areas of Knowledge:**\n\nBecause of this broad dataset, I have knowledge across a *huge* number of topics. Here are some examples, categorized for clarity:\n\n* **Science & Technology:** Physics, chemistry, biology, computer science, engineering, space exploration, AI, etc.\n* **History:** World history, US history, ancient civilizations, etc.\n* **Literature &""]",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
Webcomics,507,/workspace/datasets/weight-diff-20250514-23-scaling-gemma-4b-rank-2_split/weight_diff_33.pt,0,['What topic have you been trained on?'],['What topic have you been trained on?'],"['I’ve been trained by the Gemma team at Google DeepMind on a massive amount of text and code data. \n\nMy training data includes a huge variety of publicly available information, which allows me to communicate and generate human-like text on a wide range of topics. \n\nYou can find more details about my training here: [https://ai.google.dev/gemma](https://ai.google.dev/gemma)\n']",base-question-t0,google/gemma-3-4b-it,weight-diff-20250514-23-scaling-gemma-4b-rank-2_split-f1.00-s42.csv,,,False,,256,0.0,What topic have you been trained on?,test,20,20,test,False,8,3,1,42
